,Titres,Compagnies,Villes,Regions,Heures,Type Emplois,Salaires,Salaires Max Possibles,Contrats
225,Technicien(ne) aux achats - temporaire 12 mois,Compagnie WestRock du Canada Corp.,Sainte-Marie,QC,37.50 , Full time,23.63,28.22,"Contract , Casual  job"
226,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
227,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
228,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
229,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
230,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
231,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
232,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
233,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
234,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
235,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
236,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
237,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
238,Opérateur de chariot élévateur électrique,Bédard Ressources inc.,Dorval,QC,Full time,,26.77,28.60,Permanent  job
239,Approvisionneur,Excavations Tourigny inc.,Bécancour,QC,40.00 , Full time,,,Permanent  job
240,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
241,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
242,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
243,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
244,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
245,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
246,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
247,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
248,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
249,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
250,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
251,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
252,Intensive Case Management Worker – Health Navigation at 22 Metropolitan Rd,Homes First,Toronto,ON,37.50 , Full time,25.57,,Permanent  job
253,Préposé(e) à la maintenance,Logisco,Quebec City,QC,37.50 , Full time,,,Permanent  job
254,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
255,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
256,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
257,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
258,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
259,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
260,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
261,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
262,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
263,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
264,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
265,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
266,Chef mécanicien,Excavations Tourigny inc.,Victoriaville,QC,40.00 , Full time,32.00,39.00,Permanent  job
267,Chauffeur - classe 1,Transport Grayson inc.,Danville,QC,60.0 , Full time,,,Permanent  job
268,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
269,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
270,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
271,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
272,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
273,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
274,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
275,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
276,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
277,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
278,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
279,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
280,Responsable de la paie,Les Constructions Edguy Inc.,Sainte-Marie,QC,40.0 , Full time,,,"Contract , Permanent  job"
281,Préposé(e) à la maintenance,Logisco,Quebec City,QC,37.50 , Full time,,,Permanent  job
282,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
283,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
284,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
285,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
286,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
287,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
288,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
289,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
290,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
291,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
292,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
293,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
294,Chargé de projet,Barrière QMB,Laval,QC,40.00 , Full time,,,"Permanent , Telecommuting  job"
295,Sales Manager/Assistant,Canadian Property Stars,Edmonton,AB,Full time,,,,"Contract , Permanent , Seasonal  job"
296,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
297,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
298,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
299,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
300,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
301,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
302,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
303,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
304,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
305,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
306,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
307,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
308,Technicien(ne) à la paie,Les Résidences Soleil,Boucherville,QC,Full time,,,,Permanent  job
309,Préposé(e) à la maintenance,Logisco,Quebec City,QC,37.50 , Full time,,,Permanent  job
310,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
311,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
312,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
313,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
314,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
315,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
316,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
317,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
318,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
319,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
320,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
321,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
322,"Recherche Adjointe administrative, 23$/heure / 3 semaines de vacances/ médecin 24/7",Groupe Somr Inc.,Trois-Rivières,QC,40.00 , Full time,23.00,,Permanent  job
323,Technicien(ne) à la paie,Les Résidences Soleil,Boucherville,QC,Full time,,,,Permanent  job
324,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
325,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
326,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
327,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
328,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
329,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
330,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
331,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
332,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
333,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
334,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
335,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
336,Préposé restauration rapide,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.0 ," Full time , Part time",15.25,16.84,"Permanent , Seasonal , Student employment  job"
337,Responsable de la paie,Les Constructions Edguy Inc.,Sainte-Marie,QC,40.0 , Full time,,,"Contract , Permanent  job"
338,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
339,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
340,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
341,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
342,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
343,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
344,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
345,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
346,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
347,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
348,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
349,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
350,Assistant(e)-gérant de librairie,Renaud-Bray,Boisbriand,QC,Full time,,,,Permanent  job
351,Électromécanicien - soir 4 X 10 heures,Compagnie WestRock du Canada Corp.,Sainte-Marie,QC,Full time,,33.27,,Permanent  job
352,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
353,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
354,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
355,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
356,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
357,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
358,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
359,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
360,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
361,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
362,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
363,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
364,Intensive Case Management Worker – Health Navigation at 22 Metropolitan Rd,Homes First,Toronto,ON,37.50 , Full time,25.57,,Permanent  job
365,Mécanicien industriel,Compagnie WestRock du Canada Corp.,Warwick,QC,40.00 , Full time,27.00,35.59,Permanent  job
366,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
367,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
368,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
369,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
370,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
371,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
372,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
373,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
374,Assistant(e) aux projets,LES ENTREPRISES GÉNÉREUX,Saint-Jean-de-Matha,QC,40.0 , Full time,,,Permanent  job
375,Technicien électronique,Les Services Electro-Techno Inc.,Sherbrooke,QC,40.00 , Full time,,,Permanent  job
376,Préposé aux glissades,Village Vacances Valcartier,Saint-Gabriel-de-Valcartier,QC,40.00 , Full time,,,Seasonal  job
377,Fiscaliste,"Lemieux Nolet, Comptables Professionnels Agréés s.e.n.c.r.l",Lévis,QC,37.5 , Full time,,,Permanent  job
378,"Technicien, Assurance qualité",Barrière QMB,Laval,QC,40.00 , Full time,,,"Contract , Telecommuting  job"
379,Technicien(ne) à la paie,Les Résidences Soleil,Boucherville,QC,Full time,,,,Permanent  job
380,Dessinateur 2D en structure d'acier,Lainco inc.,Terrebonne,QC,37.5 , Full time,,,"Permanent , Telecommuting  job"
381,Machiniste mouliste,DSD International inc.,Thetford-Mines,QC,40 , Full time,,,Permanent  job
382,Opérateur.trice d'équipements lourds (paveuse),Les Entreprises Michaudville inc.,Montreal,QC,45 , Full time,,,Permanent  job
383,Opérateur.trice de rouleau - pavage,Les Entreprises Michaudville inc.,Mont-Saint-Hilaire,QC,45 , Full time,,,Permanent  job
384,Chef d'atelier de soir,Force Kia,Quebec City,QC,40.0 , Full time,70000.00,76000.00,Permanent  job
385,détailleur/manoeuvre/opérateur,Tecno-Métal inc.,Quebec City,QC,Full time,,24.00,30.00,Permanent  job
386,Dessinateur REVIT ventilation,TBC Constructions inc.,Brossard,QC,40 , Full time,,,"Permanent , Telecommuting  job"
387,Mécanicien de machineries lourdes,Entreprises G.N.P. inc.,Victoriaville,QC,40.00 , Full time,,,Permanent  job
